Contig	final_assembly.fasta/final_pure_reads_1.fastq RPKM
NODE_574_length_2693_cov_1.538581	31.345402
NODE_575_length_2693_cov_1.393998	30.287329
NODE_576_length_2689_cov_1.803669	29.007822
NODE_577_length_2688_cov_1.080047	15.37059
NODE_578_length_2687_cov_2.697266	68.132965
NODE_579_length_2687_cov_0.697656	14.315875
NODE_580_length_2686_cov_1.334115	33.416145
NODE_581_length_2686_cov_1.212192	30.233658
NODE_582_length_2686_cov_1.207503	23.60347
NODE_583_length_2685_cov_1.913995	56.11228
NODE_584_length_2685_cov_0.992963	14.061233
NODE_585_length_2683_cov_1.694444	32.78975
NODE_586_length_2683_cov_1.166667	94.78494
NODE_587_length_2682_cov_2.005088	58.56547
NODE_588_length_2681_cov_4.721222	83.03191
NODE_589_length_2679_cov_1.044279	11.167819
NODE_590_length_2677_cov_1.452157	16.098997
NODE_591_length_2676_cov_2.235386	51.110126
NODE_592_length_2675_cov_2.286499	62.7132
NODE_593_length_2674_cov_1.184138	31.834522
NODE_594_length_2672_cov_1.048330	36.1239
NODE_595_length_2671_cov_2.343947	58.406612
NODE_596_length_2668_cov_1.271153	16.5538
NODE_597_length_2665_cov_1.317967	20.581894
NODE_598_length_2664_cov_3.522270	63.37324
NODE_599_length_2664_cov_3.275522	53.21213
NODE_600_length_2663_cov_2.104101	64.33329
NODE_601_length_2662_cov_0.975148	18.5981
NODE_602_length_2661_cov_0.900947	13.251107
NODE_603_length_2660_cov_13.816423	618.8852
NODE_604_length_2660_cov_1.073431	29.993574
NODE_605_length_2659_cov_1.092812	20.628336
NODE_606_length_2656_cov_1.071174	29.100035
NODE_607_length_2652_cov_1.512475	24.44329
NODE_608_length_2652_cov_1.211089	25.383419
NODE_609_length_2652_cov_0.956040	23.503164
NODE_610_length_2650_cov_1.449465	378.21613
NODE_611_length_2649_cov_5.306503	72.33727
NODE_612_length_2649_cov_3.982950	61.311893
NODE_613_length_2645_cov_0.737887	8.752851
NODE_614_length_2644_cov_3.845054	92.27647
NODE_615_length_2642_cov_25.628231	904.5894
NODE_616_length_2642_cov_1.907753	102.861664
NODE_617_length_2642_cov_1.306958	36.399277
NODE_618_length_2641_cov_1.101432	22.522152
NODE_619_length_2640_cov_4.865897	134.77936
NODE_620_length_2640_cov_1.230004	30.895369
NODE_621_length_2638_cov_16.105137	508.33734
NODE_622_length_2638_cov_1.547192	31.458858
NODE_623_length_2638_cov_1.391477	16.607037
NODE_624_length_2633_cov_1.088587	20.696762
NODE_625_length_2631_cov_1.516374	27.61666
NODE_626_length_2631_cov_1.368211	20.712496
NODE_627_length_2627_cov_4.011600	87.043594
NODE_628_length_2627_cov_1.929600	53.012527
NODE_629_length_2627_cov_1.355600	17.896812
NODE_630_length_2623_cov_4.318910	108.90251
NODE_631_length_2623_cov_2.090946	52.957577
NODE_632_length_2623_cov_0.780048	40.465023
NODE_633_length_2621_cov_2.477546	52.182636
NODE_634_length_2621_cov_1.214114	15.899398
NODE_635_length_2619_cov_1.590690	38.486885
NODE_636_length_2617_cov_4.285542	84.5181
NODE_637_length_2616_cov_5.433106	715.615
NODE_638_length_2616_cov_0.991965	14.15981
NODE_639_length_2614_cov_1.439083	19.075867
NODE_640_length_2612_cov_2.018913	34.36285
NODE_641_length_2612_cov_1.267203	23.044928
NODE_642_length_2612_cov_0.899396	17.726868
NODE_643_length_2609_cov_1.962127	39.04395
NODE_644_length_2606_cov_1.221864	51.25293
NODE_645_length_2600_cov_1.160938	13.698987
NODE_646_length_2597_cov_1.164777	47.178955
NODE_647_length_2596_cov_1.411098	44.86471
NODE_648_length_2595_cov_1.425041	26.90175
NODE_649_length_2594_cov_1.158897	18.261797
NODE_650_length_2592_cov_1.866126	54.552837
NODE_651_length_2591_cov_5.096997	99.937584
NODE_652_length_2591_cov_1.209821	54.298958
NODE_653_length_2588_cov_1.138155	16.927883
NODE_654_length_2588_cov_0.735067	11.698132
NODE_655_length_2587_cov_0.963008	18.861923
NODE_656_length_2583_cov_0.972720	13.513365
NODE_657_length_2582_cov_1.222811	37.10717
NODE_658_length_2580_cov_3.432939	136.53323
NODE_659_length_2580_cov_1.649817	25.263481
NODE_660_length_2580_cov_1.631064	32.304127
NODE_661_length_2575_cov_0.544526	15.076866
NODE_662_length_2574_cov_0.769922	18.126944
NODE_663_length_2572_cov_0.576687	33.789417
NODE_664_length_2571_cov_14.555237	728.6945
NODE_665_length_2571_cov_1.343699	27.984087
NODE_666_length_2571_cov_1.124795	24.243637
NODE_667_length_2570_cov_1.890299	80.79738
NODE_668_length_2570_cov_0.906263	11.918653
NODE_669_length_2568_cov_1.878738	49.09871
NODE_670_length_2567_cov_0.902459	11.377578
NODE_671_length_2566_cov_1.350964	17.211823
NODE_672_length_2564_cov_0.928190	19.725687
NODE_673_length_2563_cov_1.002874	36.687416
NODE_674_length_2561_cov_0.953574	14.6029825
NODE_675_length_2557_cov_0.943210	16.158056
NODE_676_length_2556_cov_1.212021	28.28766
NODE_677_length_2556_cov_1.030465	56.993362
NODE_678_length_2555_cov_1.207990	25.09247
NODE_679_length_2555_cov_1.096376	17.146523
NODE_680_length_2555_cov_0.952636	12.267431
NODE_681_length_2555_cov_0.867381	13.661456
NODE_682_length_2551_cov_1.471535	21.501665
NODE_683_length_2548_cov_0.974391	13.00006
NODE_684_length_2547_cov_2.227686	28.946976
NODE_685_length_2546_cov_1.257544	32.03605
NODE_686_length_2546_cov_1.182720	31.336569
NODE_687_length_2545_cov_1.845740	46.743423
NODE_688_length_2545_cov_1.095533	19.872952
NODE_689_length_2544_cov_1.272652	20.8608
NODE_690_length_2543_cov_1.029387	17.227432
NODE_691_length_2542_cov_1.637681	30.405071
NODE_692_length_2541_cov_2.281276	53.96571
NODE_693_length_2539_cov_1.880597	65.791824
NODE_694_length_2538_cov_1.386562	48.556385
NODE_695_length_2538_cov_1.171298	16.419355
NODE_696_length_2536_cov_1.547945	19.522139
NODE_697_length_2533_cov_2.239817	27.278996
NODE_698_length_2533_cov_1.733583	56.10474
NODE_699_length_2530_cov_2.517270	62.787933
NODE_700_length_2530_cov_1.101124	18.723755
NODE_701_length_2526_cov_1.498958	27.213587
NODE_702_length_2521_cov_0.914369	16.953924
NODE_703_length_2520_cov_1.331801	14.699231
NODE_704_length_2520_cov_1.002507	20.63546
NODE_705_length_2517_cov_0.889121	15.141273
NODE_706_length_2516_cov_1.974048	141.13878
NODE_707_length_2516_cov_1.056090	30.153017
NODE_708_length_2515_cov_1.213149	19.685146
NODE_709_length_2514_cov_1.302472	19.5513
NODE_710_length_2510_cov_1.058330	17.170126
NODE_711_length_2509_cov_1.274139	37.05115
NODE_712_length_2509_cov_0.973132	18.738512
NODE_713_length_2508_cov_1.228895	14.201503
NODE_714_length_2503_cov_0.785774	14.087572
NODE_715_length_2499_cov_1.157251	21.806553
NODE_716_length_2496_cov_1.387505	33.10589
NODE_717_length_2495_cov_1.884713	76.23116
NODE_718_length_2495_cov_1.002534	14.275498
NODE_719_length_2490_cov_1.835379	32.18437
NODE_720_length_2490_cov_1.133305	15.591538
NODE_721_length_2489_cov_1.861558	41.78494
NODE_722_length_2489_cov_1.245978	20.320074
NODE_723_length_2488_cov_4.393477	84.89188
NODE_724_length_2488_cov_1.240152	17.035637
NODE_725_length_2487_cov_1.506780	26.208197
NODE_726_length_2485_cov_0.831213	11.896344
NODE_727_length_2484_cov_0.934238	13.191618
NODE_728_length_2482_cov_1.814437	29.131046
NODE_729_length_2481_cov_1.057349	17.514385
NODE_730_length_2480_cov_0.770081	11.489473
NODE_731_length_2479_cov_0.887330	52.72922
NODE_732_length_2477_cov_0.830213	9.346504
NODE_733_length_2474_cov_1.319983	28.649378
NODE_734_length_2472_cov_1.530917	26.367228
NODE_735_length_2472_cov_1.144136	21.180231
NODE_736_length_2470_cov_1.371319	33.02177
NODE_737_length_2469_cov_1.302733	19.186352
NODE_738_length_2468_cov_1.163605	12.844189
NODE_739_length_2468_cov_0.736437	10.535121
NODE_740_length_2467_cov_0.955556	15.592525
NODE_741_length_2466_cov_1.079094	13.865642
NODE_742_length_2465_cov_1.162960	17.628069
NODE_743_length_2464_cov_2.023962	54.78483
NODE_744_length_2463_cov_1.099743	26.174355
NODE_745_length_2461_cov_4.178663	682.2441
NODE_746_length_2460_cov_1.322332	19.835688
NODE_747_length_2458_cov_2.243243	68.974236
NODE_748_length_2455_cov_3.704467	80.665
NODE_749_length_2455_cov_0.923969	9.430261
NODE_750_length_2452_cov_0.981075	22.660315
NODE_751_length_2452_cov_0.784086	13.218517
NODE_752_length_2449_cov_6.410853	524.44354
NODE_753_length_2449_cov_1.164944	19.052164
NODE_754_length_2447_cov_0.992241	23.579948
NODE_755_length_2446_cov_1.551962	57.226597
NODE_756_length_2446_cov_1.519189	33.491394
NODE_757_length_2446_cov_0.887883	14.707091
NODE_758_length_2445_cov_0.787317	10.779899
NODE_759_length_2444_cov_0.781183	17.488071
NODE_760_length_2441_cov_4.229041	73.83199
NODE_761_length_2440_cov_0.845223	22.625786
NODE_762_length_2439_cov_1.423010	17.815987
NODE_763_length_2438_cov_2.228905	45.434788
NODE_764_length_2438_cov_0.851579	13.148331
NODE_765_length_2435_cov_1.809359	38.9085
NODE_766_length_2434_cov_1.380147	34.534508
NODE_767_length_2430_cov_2.574468	566.5067
NODE_768_length_2430_cov_1.908380	48.22269
NODE_769_length_2430_cov_1.370386	47.050106
NODE_770_length_2428_cov_1.426336	19.070255
NODE_771_length_2427_cov_1.206087	22.159962
NODE_772_length_2426_cov_1.103958	20.994574
NODE_773_length_2426_cov_1.085689	27.89489
NODE_774_length_2426_cov_0.780774	11.157955
NODE_775_length_2422_cov_0.887582	22.646881
NODE_776_length_2421_cov_0.788579	20.743696
NODE_777_length_2417_cov_1.244105	22.104282
NODE_778_length_2416_cov_1.045435	18.870129
NODE_779_length_2415_cov_1.634178	34.95369
NODE_780_length_2415_cov_1.448864	34.511242
NODE_781_length_2415_cov_1.168706	16.075748
NODE_782_length_2414_cov_1.111937	18.000492
NODE_783_length_2413_cov_0.721785	13.727374
NODE_784_length_2411_cov_1.411559	28.363894
NODE_785_length_2411_cov_0.973730	23.193394
NODE_786_length_2410_cov_1.306614	23.646385
NODE_787_length_2409_cov_25.190184	1241.507
NODE_788_length_2408_cov_2.824638	60.05254
NODE_789_length_2408_cov_1.185445	19.524471
NODE_790_length_2407_cov_1.058772	16.129179
NODE_791_length_2407_cov_0.843421	35.661762
NODE_792_length_2406_cov_1.655551	50.184074
NODE_793_length_2405_cov_1.349429	53.463078
NODE_794_length_2405_cov_1.336699	25.62081
NODE_795_length_2405_cov_1.025900	16.438786
NODE_796_length_2404_cov_1.848485	38.521282
NODE_797_length_2403_cov_1.814148	72.035126
NODE_798_length_2403_cov_1.130053	21.19552
NODE_799_length_2401_cov_1.130607	32.33897
NODE_800_length_2401_cov_0.756816	14.982734
NODE_801_length_2400_cov_0.701716	11.278833
NODE_802_length_2399_cov_0.887324	29.248112
NODE_803_length_2398_cov_1.014531	22.427952
NODE_804_length_2396_cov_3.976201	57.826195
NODE_805_length_2396_cov_1.139709	27.94685
NODE_806_length_2394_cov_1.214380	21.57276
NODE_807_length_2393_cov_1.417476	50.605537
NODE_808_length_2392_cov_0.735099	10.274241
NODE_809_length_2391_cov_0.724382	20.110184
NODE_810_length_2390_cov_2.007070	46.19826
NODE_811_length_2390_cov_1.861688	64.528534
NODE_812_length_2390_cov_1.354397	17.436117
NODE_813_length_2390_cov_1.131684	18.330276
NODE_814_length_2389_cov_1.125111	44.726707
NODE_815_length_2389_cov_0.729443	23.257887
NODE_816_length_2388_cov_1.567006	37.73532
NODE_817_length_2388_cov_1.400265	60.406338
NODE_818_length_2386_cov_0.824701	35.079975
NODE_819_length_2384_cov_2.299956	38.69504
NODE_820_length_2383_cov_1.788121	37.96396
NODE_821_length_2382_cov_0.988914	20.784275
NODE_822_length_2378_cov_1.971568	33.400642
NODE_823_length_2377_cov_2.423111	63.832558
NODE_824_length_2377_cov_1.465778	34.313747
NODE_825_length_2377_cov_1.461333	30.118177
NODE_826_length_2377_cov_1.228000	28.769604
NODE_827_length_2377_cov_1.116444	21.127678
NODE_828_length_2376_cov_0.836816	16.939236
NODE_829_length_2375_cov_11.927046	650.7106
NODE_830_length_2374_cov_9.697374	676.94
NODE_831_length_2373_cov_1.547640	22.964422
NODE_832_length_2372_cov_0.880624	26.728043
NODE_833_length_2371_cov_2.035205	28.241522
NODE_834_length_2371_cov_1.655526	31.396164
NODE_835_length_2370_cov_2.359340	62.51825
NODE_836_length_2370_cov_1.686580	77.2461
NODE_837_length_2370_cov_0.951850	18.785532
NODE_838_length_2369_cov_2.375112	45.254658
NODE_839_length_2368_cov_2.205712	47.529938
NODE_840_length_2368_cov_1.656403	49.034042
NODE_841_length_2368_cov_1.636323	52.94474
NODE_842_length_2368_cov_1.236055	21.65921
NODE_843_length_2368_cov_1.187416	25.269077
NODE_844_length_2368_cov_1.110665	27.67566
NODE_845_length_2367_cov_0.899107	19.561716
NODE_846_length_2366_cov_1.096918	17.763523
NODE_847_length_2364_cov_2.750559	61.0196
NODE_848_length_2364_cov_1.923558	66.59424
NODE_849_length_2364_cov_0.961109	18.983877
NODE_850_length_2361_cov_1.109221	32.434284
NODE_851_length_2359_cov_15.807796	931.87964
NODE_852_length_2359_cov_2.044803	34.87754
NODE_853_length_2357_cov_2.197758	32.791553
NODE_854_length_2353_cov_17.037287	945.9113
NODE_855_length_2353_cov_1.428122	28.457565
NODE_856_length_2352_cov_1.231461	18.777864
NODE_857_length_2351_cov_0.953237	11.059413
NODE_858_length_2351_cov_0.678058	18.785852
NODE_859_length_2350_cov_1.048133	20.157915
NODE_860_length_2350_cov_0.983806	13.943821
NODE_861_length_2349_cov_1.035104	16.375801
NODE_862_length_2347_cov_1.417568	28.075047
NODE_863_length_2346_cov_1.317711	26.113329
NODE_864_length_2343_cov_1.015343	15.049592
NODE_865_length_2342_cov_1.271332	51.70754
NODE_866_length_2342_cov_0.883521	17.489315
NODE_867_length_2341_cov_0.950768	17.496786
NODE_868_length_2339_cov_2.095841	70.199265
NODE_869_length_2338_cov_4.431479	471.8768
NODE_870_length_2338_cov_2.858887	77.08464
NODE_871_length_2337_cov_3.320814	65.22992
NODE_872_length_2336_cov_3.347216	225.20059
NODE_873_length_2335_cov_2.096014	39.04945
NODE_874_length_2334_cov_1.576348	25.026772
NODE_875_length_2333_cov_1.184497	18.014786
NODE_876_length_2331_cov_1.123866	20.322224
NODE_877_length_2328_cov_34.422535	794.9649
NODE_878_length_2328_cov_1.107678	15.146561
NODE_879_length_2327_cov_1.662273	43.469414
NODE_880_length_2326_cov_2.429286	134.905
NODE_881_length_2326_cov_1.634834	17.762747
NODE_882_length_2325_cov_76.116470	1140.4452
NODE_883_length_2325_cov_1.189718	17.464
NODE_884_length_2324_cov_3.758762	82.45329
NODE_885_length_2321_cov_1.339562	18.721752
NODE_886_length_2318_cov_43.194432	1072.6698
NODE_887_length_2318_cov_1.636239	32.11402
NODE_888_length_2316_cov_11.560530	821.0757
NODE_889_length_2316_cov_0.878026	16.455347
NODE_890_length_2313_cov_0.917658	27.409822
NODE_891_length_2312_cov_1.237071	57.924442
NODE_892_length_2310_cov_5.343106	369.12543
NODE_893_length_2310_cov_1.258360	28.524734
NODE_894_length_2310_cov_0.922126	14.339459
NODE_895_length_2308_cov_2.294819	47.06801
NODE_896_length_2308_cov_1.295277	24.537096
NODE_897_length_2308_cov_0.866116	18.981525
NODE_898_length_2307_cov_2.086697	65.30623
NODE_899_length_2306_cov_1.716384	107.03745
NODE_900_length_2306_cov_1.301514	29.809855
NODE_901_length_2305_cov_1.045455	14.67961
NODE_902_length_2304_cov_2.278365	52.560356
NODE_903_length_2301_cov_0.892824	19.194063
NODE_904_length_2295_cov_1.083948	14.898768
NODE_905_length_2294_cov_2.188740	66.45263
NODE_906_length_2294_cov_1.784956	40.98947
NODE_907_length_2294_cov_1.194278	36.486843
NODE_908_length_2293_cov_1.798707	34.949448
NODE_909_length_2293_cov_1.652816	38.677387
NODE_910_length_2293_cov_1.371191	40.230694
NODE_911_length_2293_cov_0.997230	18.950367
NODE_912_length_2293_cov_0.963989	16.46507
NODE_913_length_2291_cov_2.659427	61.720192
NODE_914_length_2291_cov_1.478281	48.03914
NODE_915_length_2291_cov_1.320240	20.987972
NODE_916_length_2290_cov_5.336570	115.09542
NODE_917_length_2288_cov_0.870893	15.411362
NODE_918_length_2287_cov_1.150463	46.87725
NODE_919_length_2287_cov_1.028241	22.270588
NODE_920_length_2286_cov_2.572024	49.54647
NODE_921_length_2285_cov_1.543559	51.126904
NODE_922_length_2284_cov_3.789986	150.17307
NODE_923_length_2284_cov_1.363931	28.849443
NODE_924_length_2283_cov_0.935993	12.168878
NODE_925_length_2282_cov_3.605568	635.40015
NODE_926_length_2281_cov_2.986537	74.951065
NODE_927_length_2279_cov_3.580855	659.9919
NODE_928_length_2279_cov_1.503253	63.295456
NODE_929_length_2279_cov_1.007900	12.971662
NODE_930_length_2278_cov_1.785216	38.1503
NODE_931_length_2277_cov_3.591163	150.94756
NODE_932_length_2276_cov_1.214518	19.404894
NODE_933_length_2275_cov_3.148976	65.75514
NODE_934_length_2275_cov_1.016760	33.503807
NODE_935_length_2274_cov_1.720540	70.01303
NODE_936_length_2272_cov_1.279720	16.774023
NODE_937_length_2272_cov_0.718415	9.405995
NODE_938_length_2270_cov_1.190854	31.851656
NODE_939_length_2269_cov_1.200747	36.731884
NODE_940_length_2266_cov_2.580645	60.986492
NODE_941_length_2266_cov_0.846190	11.631444
NODE_942_length_2265_cov_0.886810	19.970886
NODE_943_length_2263_cov_3.869382	438.01648
NODE_944_length_2262_cov_2.650585	42.829018
NODE_945_length_2261_cov_12.142924	874.9176
NODE_946_length_2261_cov_1.765230	49.14913
NODE_947_length_2261_cov_1.572634	37.334435
NODE_948_length_2261_cov_1.401593	17.958338
NODE_949_length_2261_cov_1.064667	11.972225
NODE_950_length_2260_cov_1.942335	69.816345
NODE_951_length_2260_cov_1.831692	31.046999
NODE_952_length_2260_cov_1.057665	13.8687105
NODE_953_length_2257_cov_1.541315	41.97705
NODE_954_length_2257_cov_0.888732	19.726057
NODE_955_length_2256_cov_6.536872	713.76825
NODE_956_length_2256_cov_3.671207	67.09832
NODE_957_length_2252_cov_1.421647	25.147255
NODE_958_length_2252_cov_1.032941	18.66274
NODE_959_length_2252_cov_0.981647	17.081154
NODE_960_length_2251_cov_2.775424	85.285484
NODE_961_length_2250_cov_1.609515	65.21935
NODE_962_length_2249_cov_1.142319	30.723742
NODE_963_length_2249_cov_0.925542	18.054157
NODE_964_length_2248_cov_4.666667	72.40719
NODE_965_length_2248_cov_2.518623	43.571068
NODE_966_length_2248_cov_1.377652	21.389433
NODE_967_length_2246_cov_0.797546	22.67713
NODE_968_length_2245_cov_1.641643	46.960983
NODE_969_length_2245_cov_1.032578	18.720934
NODE_970_length_2245_cov_0.946176	10.47103
NODE_971_length_2243_cov_5.043478	275.6654
NODE_972_length_2243_cov_2.328450	61.294266
NODE_973_length_2240_cov_1.292002	25.758987
NODE_974_length_2238_cov_1.324491	46.63042
NODE_975_length_2238_cov_1.037897	22.917341
NODE_976_length_2238_cov_0.862624	20.052673
NODE_977_length_2236_cov_1.030346	19.75203
NODE_978_length_2235_cov_1.435484	34.10343
NODE_979_length_2235_cov_0.827799	14.342565
NODE_980_length_2235_cov_0.788899	9.880433
NODE_981_length_2232_cov_0.767696	22.50022
NODE_982_length_2231_cov_3.834125	63.69937
NODE_983_length_2231_cov_1.386407	68.96774
NODE_984_length_2231_cov_1.021388	14.3682785
NODE_985_length_2228_cov_2.895288	426.51315
NODE_986_length_2227_cov_4.336190	94.361244
NODE_987_length_2227_cov_1.275714	18.072575
NODE_988_length_2225_cov_1.138227	19.84968
NODE_989_length_2225_cov_0.830791	14.8872595
NODE_990_length_2224_cov_3.461135	58.935215
NODE_991_length_2224_cov_0.995231	22.901455
NODE_992_length_2223_cov_10.304389	854.1439
NODE_993_length_2222_cov_1.966587	44.722076
NODE_994_length_2222_cov_1.957041	97.45886
NODE_995_length_2222_cov_1.342243	21.319128
NODE_996_length_2220_cov_1.603918	77.17097
NODE_997_length_2219_cov_1.257648	19.100798
NODE_998_length_2219_cov_1.055927	20.705904
NODE_999_length_2218_cov_1.086561	15.737161
NODE_1000_length_2217_cov_3.088995	56.71146
NODE_1001_length_2215_cov_1.643199	65.928314
NODE_1002_length_2214_cov_1.096790	15.443845
NODE_1003_length_2212_cov_2.892086	41.381844
NODE_1004_length_2212_cov_0.969305	14.652715
NODE_1005_length_2212_cov_0.687770	17.229015
NODE_1006_length_2211_cov_1.480326	47.36095
NODE_1007_length_2210_cov_1.423428	26.269823
NODE_1008_length_2210_cov_1.359097	31.588255
NODE_1009_length_2210_cov_0.601536	15.310635
NODE_1010_length_2209_cov_0.890010	25.314293
NODE_1011_length_2208_cov_2.014416	45.166954
NODE_1012_length_2208_cov_1.605478	25.003134
NODE_1013_length_2208_cov_1.298895	19.034643
NODE_1014_length_2208_cov_1.088900	21.615614
NODE_1015_length_2207_cov_1.201442	17.106667
NODE_1016_length_2202_cov_1.817831	50.2234
NODE_1017_length_2202_cov_1.397108	26.850515
NODE_1018_length_2201_cov_0.953230	16.020535
NODE_1019_length_2201_cov_0.773385	29.451887
NODE_1020_length_2200_cov_1.236855	43.874123
NODE_1021_length_2200_cov_1.228654	52.292778
NODE_1022_length_2199_cov_1.320946	20.732256
NODE_1023_length_2197_cov_1.070048	11.996746
NODE_1024_length_2194_cov_9.203677	680.6911
NODE_1025_length_2194_cov_2.536526	81.16994
NODE_1026_length_2194_cov_1.789550	25.32502
NODE_1027_length_2194_cov_1.587325	35.065414
NODE_1028_length_2194_cov_1.098694	17.208027
NODE_1029_length_2192_cov_1.114286	18.198656
NODE_1030_length_2192_cov_0.652300	16.736263
